Email Subject,Email Body,Time Sent,Response Time,Level,Engagement score
Follow Up,We would love to discuss a potential partnership. Let's connect!,2023-10-18 17:51:00,2023-10-20 15:51:00,Cold,76
Contract Renewal,We would love to discuss a potential partnership. Let's connect!,2023-12-09 15:28:00,2023-12-09 20:28:00,Hot,90
Follow Up,Check out our latest product offerings that might interest you.,2023-09-07 08:10:00,2023-09-07 12:10:00,Hot,70
Feedback Request,Your contract renewal is coming up. Let's schedule a discussion.,2023-08-20 05:43:00,2023-08-21 05:43:00,Cold,76
Contract Renewal,We would appreciate your feedback on our recent collaboration.,2023-09-30 05:21:00,2023-10-02 08:21:00,Cold,77
Product Offering,I am following up on our last conversation. Let me know if you need anything.,2023-07-05 04:53:00,2023-07-07 09:53:00,Cold,83
Follow Up,We would appreciate your feedback on our recent collaboration.,2023-02-05 13:44:00,2023-02-05 17:44:00,Hot,92
Project Update,We would appreciate your feedback on our recent collaboration.,2023-01-01 03:39:00,2023-01-01 08:39:00,Hot,64
Feedback Request,Don't miss out on our special discount offers this week!,2023-08-27 13:26:00,2023-08-29 14:26:00,Cold,95
Special Offer,"Hello, we would like to schedule a meeting to discuss your needs.",2023-03-25 16:22:00,2023-03-25 17:22:00,Hot,73
Special Offer,Attached is the monthly report. Please review it and share feedback.,2023-12-29 10:59:00,2023-12-29 11:59:00,Hot,100
Monthly Report,Your contract renewal is coming up. Let's schedule a discussion.,2023-01-05 10:41:00,2023-01-05 12:41:00,Hot,73
Product Offering,"Hello, we would like to schedule a meeting to discuss your needs.",2023-11-27 15:17:00,2023-11-28 02:17:00,High,67
Contract Renewal,Check out our latest product offerings that might interest you.,2023-07-22 19:56:00,2023-07-23 22:56:00,Cold,76
Product Offering,"Hello, we would like to schedule a meeting to discuss your needs.",2023-01-14 06:17:00,2023-01-14 10:17:00,Hot,64
Product Offering,Here is an update on the project progress. Let us know your thoughts.,2023-12-14 16:52:00,2023-12-16 02:52:00,Cold,19
Follow Up,Join our upcoming webinar on industry trends. Register now!,2023-01-18 00:41:00,2023-01-18 12:41:00,High,65
Project Update,I am following up on our last conversation. Let me know if you need anything.,2023-10-15 20:34:00,2023-10-17 13:34:00,Cold,76
Product Offering,We would appreciate your feedback on our recent collaboration.,2023-05-30 15:09:00,2023-06-01 21:09:00,Cold,96
Meeting Request,I am following up on our last conversation. Let me know if you need anything.,2023-06-16 09:46:00,2023-06-16 13:46:00,Hot,96
Webinar Invitation,Your contract renewal is coming up. Let's schedule a discussion.,2023-02-21 02:28:00,2023-02-23 20:28:00,Cold,72
Contract Renewal,Attached is the monthly report. Please review it and share feedback.,2023-06-10 23:54:00,2023-06-13 08:54:00,Cold,2
Monthly Report,Don't miss out on our special discount offers this week!,2023-06-22 09:53:00,2023-06-22 16:53:00,High,63
Special Offer,Check out our latest product offerings that might interest you.,2023-10-03 06:46:00,2023-10-03 18:46:00,High,73
Webinar Invitation,Your contract renewal is coming up. Let's schedule a discussion.,2023-06-23 03:24:00,2023-06-23 13:24:00,High,88
Monthly Report,Check out our latest product offerings that might interest you.,2023-10-09 14:41:00,2023-10-12 03:41:00,Cold,21
Follow Up,Don't miss out on our special discount offers this week!,2023-12-23 08:18:00,2023-12-25 04:18:00,Cold,76
Contract Renewal,Your contract renewal is coming up. Let's schedule a discussion.,2023-08-16 23:56:00,2023-08-18 15:56:00,Cold,42
Monthly Report,We would appreciate your feedback on our recent collaboration.,2023-07-06 03:33:00,2023-07-06 08:33:00,Hot,96
Project Update,Attached is the monthly report. Please review it and share feedback.,2023-07-05 17:02:00,2023-07-05 18:02:00,Hot,70
Partnership Proposal,We would appreciate your feedback on our recent collaboration.,2023-11-10 14:11:00,2023-11-12 16:11:00,Cold,49
Monthly Report,"Hello, we would like to schedule a meeting to discuss your needs.",2023-08-09 01:18:00,2023-08-11 17:18:00,Cold,49
Webinar Invitation,Your contract renewal is coming up. Let's schedule a discussion.,2023-06-15 22:27:00,2023-06-16 05:27:00,High,65
Monthly Report,Check out our latest product offerings that might interest you.,2023-06-10 18:57:00,2023-06-11 01:57:00,High,71
Meeting Request,Attached is the monthly report. Please review it and share feedback.,2023-10-14 01:46:00,2023-10-14 05:46:00,Hot,90
Partnership Proposal,"Hello, we would like to schedule a meeting to discuss your needs.",2023-06-29 12:54:00,2023-06-29 15:54:00,Hot,65
Partnership Proposal,"Hello, we would like to schedule a meeting to discuss your needs.",2023-10-01 08:05:00,2023-10-01 16:05:00,High,67
Contract Renewal,We would appreciate your feedback on our recent collaboration.,2023-02-27 06:12:00,2023-03-01 08:12:00,Cold,75
Contract Renewal,We would love to discuss a potential partnership. Let's connect!,2023-09-28 18:49:00,2023-09-30 16:49:00,Cold,53
Contract Renewal,"Hello, we would like to schedule a meeting to discuss your needs.",2023-09-05 15:59:00,2023-09-05 16:59:00,Hot,88
Feedback Request,Here is an update on the project progress. Let us know your thoughts.,2023-09-05 00:11:00,2023-09-07 03:11:00,Cold,69
Product Offering,Check out our latest product offerings that might interest you.,2023-04-11 00:00:00,2023-04-11 09:00:00,High,78
Partnership Proposal,"Hello, we would like to schedule a meeting to discuss your needs.",2023-08-07 02:18:00,2023-08-09 01:18:00,Cold,92
Feedback Request,Join our upcoming webinar on industry trends. Register now!,2023-02-01 23:12:00,2023-02-02 09:12:00,High,63
Partnership Proposal,Here is an update on the project progress. Let us know your thoughts.,2023-11-22 05:55:00,2023-11-22 13:55:00,High,100
Webinar Invitation,Join our upcoming webinar on industry trends. Register now!,2023-07-24 04:58:00,2023-07-26 08:58:00,Cold,79
Meeting Request,Join our upcoming webinar on industry trends. Register now!,2023-10-06 11:27:00,2023-10-06 22:27:00,High,61
Webinar Invitation,Attached is the monthly report. Please review it and share feedback.,2023-05-22 02:55:00,2023-05-22 08:55:00,High,86
Feedback Request,Check out our latest product offerings that might interest you.,2023-01-28 00:49:00,2023-01-28 12:49:00,High,61
Special Offer,"Hello, we would like to schedule a meeting to discuss your needs.",2023-12-06 00:37:00,2023-12-06 04:37:00,Hot,65
Meeting Request,Join our upcoming webinar on industry trends. Register now!,2023-02-22 07:19:00,2023-02-24 16:19:00,Cold,17
Special Offer,Join our upcoming webinar on industry trends. Register now!,2023-10-30 10:30:00,2023-10-30 19:30:00,High,73
Contract Renewal,I am following up on our last conversation. Let me know if you need anything.,2023-06-23 21:22:00,2023-06-26 12:22:00,Cold,84
Webinar Invitation,We would love to discuss a potential partnership. Let's connect!,2023-08-06 10:03:00,2023-08-06 12:03:00,Hot,81
Project Update,Attached is the monthly report. Please review it and share feedback.,2023-10-01 08:59:00,2023-10-01 09:59:00,Hot,62
Special Offer,"Hello, we would like to schedule a meeting to discuss your needs.",2023-11-14 07:15:00,2023-11-14 08:15:00,Hot,90
Feedback Request,Attached is the monthly report. Please review it and share feedback.,2023-07-30 17:29:00,2023-07-30 19:29:00,Hot,61
Meeting Request,We would appreciate your feedback on our recent collaboration.,2023-04-27 12:47:00,2023-04-27 20:47:00,High,79
Webinar Invitation,Join our upcoming webinar on industry trends. Register now!,2023-06-28 12:11:00,2023-06-28 17:11:00,Hot,60
Monthly Report,"Hello, we would like to schedule a meeting to discuss your needs.",2023-01-29 00:05:00,2023-01-29 05:05:00,Hot,87
Contract Renewal,Check out our latest product offerings that might interest you.,2023-01-23 19:24:00,2023-01-25 03:24:00,Cold,52
Special Offer,We would appreciate your feedback on our recent collaboration.,2023-01-17 00:37:00,2023-01-17 03:37:00,Hot,84
Partnership Proposal,We would love to discuss a potential partnership. Let's connect!,2023-05-20 15:27:00,2023-05-22 07:27:00,Cold,41
Monthly Report,Here is an update on the project progress. Let us know your thoughts.,2023-06-16 09:09:00,2023-06-16 12:09:00,Hot,78
Partnership Proposal,Here is an update on the project progress. Let us know your thoughts.,2023-04-24 16:03:00,2023-04-24 19:03:00,Hot,66
Feedback Request,Join our upcoming webinar on industry trends. Register now!,2023-01-02 12:26:00,2023-01-02 19:26:00,High,89
Product Offering,We would love to discuss a potential partnership. Let's connect!,2023-03-14 19:47:00,2023-03-14 20:47:00,Hot,76
Partnership Proposal,I am following up on our last conversation. Let me know if you need anything.,2023-09-10 10:05:00,2023-09-10 18:05:00,High,65
Meeting Request,"Hello, we would like to schedule a meeting to discuss your needs.",2023-08-23 18:40:00,2023-08-23 22:40:00,Hot,93
Webinar Invitation,I am following up on our last conversation. Let me know if you need anything.,2023-04-22 01:15:00,2023-04-22 03:15:00,Hot,69
Special Offer,Join our upcoming webinar on industry trends. Register now!,2023-02-22 21:58:00,2023-02-23 05:58:00,High,78
Partnership Proposal,"Hello, we would like to schedule a meeting to discuss your needs.",2023-04-08 08:59:00,2023-04-08 10:59:00,Hot,84
Webinar Invitation,We would love to discuss a potential partnership. Let's connect!,2023-05-24 20:14:00,2023-05-24 23:14:00,Hot,67
Monthly Report,Don't miss out on our special discount offers this week!,2023-10-12 00:03:00,2023-10-14 12:03:00,Cold,74
Feedback Request,Don't miss out on our special discount offers this week!,2023-07-21 01:50:00,2023-07-21 10:50:00,High,66
Partnership Proposal,Attached is the monthly report. Please review it and share feedback.,2023-04-30 08:53:00,2023-05-02 18:53:00,Cold,73
Special Offer,We would love to discuss a potential partnership. Let's connect!,2023-04-21 15:26:00,2023-04-22 03:26:00,High,81
Feedback Request,"Hello, we would like to schedule a meeting to discuss your needs.",2023-01-03 15:23:00,2023-01-03 19:23:00,Hot,96
Product Offering,Check out our latest product offerings that might interest you.,2023-05-17 14:21:00,2023-05-17 18:21:00,Hot,69
Feedback Request,Join our upcoming webinar on industry trends. Register now!,2023-04-07 06:06:00,2023-04-07 12:06:00,High,67
Meeting Request,Here is an update on the project progress. Let us know your thoughts.,2023-12-03 07:06:00,2023-12-04 13:06:00,Cold,96
Follow Up,I am following up on our last conversation. Let me know if you need anything.,2023-08-15 13:04:00,2023-08-16 00:04:00,High,75
Monthly Report,"Hello, we would like to schedule a meeting to discuss your needs.",2023-03-01 13:38:00,2023-03-01 20:38:00,High,94
Webinar Invitation,Join our upcoming webinar on industry trends. Register now!,2023-09-16 22:51:00,2023-09-17 09:51:00,High,88
Project Update,Attached is the monthly report. Please review it and share feedback.,2023-09-14 10:16:00,2023-09-14 12:16:00,Hot,64
Partnership Proposal,Join our upcoming webinar on industry trends. Register now!,2023-06-01 13:01:00,2023-06-01 17:01:00,Hot,76
Meeting Request,Don't miss out on our special discount offers this week!,2023-09-11 20:25:00,2023-09-13 17:25:00,Cold,89
Project Update,"Hello, we would like to schedule a meeting to discuss your needs.",2023-07-30 19:32:00,2023-07-31 04:32:00,High,88
Monthly Report,Your contract renewal is coming up. Let's schedule a discussion.,2023-06-02 00:39:00,2023-06-02 04:39:00,Hot,72
Webinar Invitation,Join our upcoming webinar on industry trends. Register now!,2023-07-08 05:15:00,2023-07-10 06:15:00,Cold,45
Product Offering,We would love to discuss a potential partnership. Let's connect!,2023-01-28 18:13:00,2023-01-29 02:13:00,High,82
Special Offer,We would appreciate your feedback on our recent collaboration.,2023-08-03 17:28:00,2023-08-04 20:28:00,Cold,24
Project Update,I am following up on our last conversation. Let me know if you need anything.,2023-10-07 04:01:00,2023-10-07 09:01:00,Hot,92
Product Offering,Your contract renewal is coming up. Let's schedule a discussion.,2023-08-18 22:41:00,2023-08-21 22:41:00,Cold,82
Special Offer,"Hello, we would like to schedule a meeting to discuss your needs.",2023-02-02 14:26:00,2023-02-02 22:26:00,High,87
Monthly Report,Check out our latest product offerings that might interest you.,2023-09-15 00:40:00,2023-09-15 04:40:00,Hot,74
Partnership Proposal,Attached is the monthly report. Please review it and share feedback.,2023-09-08 12:44:00,2023-09-08 17:44:00,Hot,87
Special Offer,Join our upcoming webinar on industry trends. Register now!,2023-11-20 14:51:00,2023-11-23 03:51:00,Cold,29
Special Offer,We would appreciate your feedback on our recent collaboration.,2023-02-17 17:25:00,2023-02-18 05:25:00,High,96
Product Offering,Don't miss out on our special discount offers this week!,2023-08-28 20:46:00,2023-08-29 07:46:00,High,60
Monthly Report,Attached is the monthly report. Please review it and share feedback.,2023-05-21 12:46:00,2023-05-23 05:46:00,Cold,2
Feedback Request,"Hello, we would like to schedule a meeting to discuss your needs.",2023-01-17 00:30:00,2023-01-17 03:30:00,Hot,64
Special Offer,"Hello, we would like to schedule a meeting to discuss your needs.",2023-10-03 14:47:00,2023-10-03 15:47:00,Hot,73
Webinar Invitation,Attached is the monthly report. Please review it and share feedback.,2023-03-31 16:02:00,2023-03-31 20:02:00,Hot,70
Follow Up,Check out our latest product offerings that might interest you.,2023-09-03 22:49:00,2023-09-03 23:49:00,Hot,82
Meeting Request,Here is an update on the project progress. Let us know your thoughts.,2023-11-13 21:11:00,2023-11-16 10:11:00,Cold,48
Partnership Proposal,Attached is the monthly report. Please review it and share feedback.,2023-02-09 11:42:00,2023-02-11 09:42:00,Cold,46
Webinar Invitation,"Hello, we would like to schedule a meeting to discuss your needs.",2023-07-30 12:01:00,2023-07-30 21:01:00,High,61
Product Offering,We would appreciate your feedback on our recent collaboration.,2023-11-06 22:05:00,2023-11-07 06:05:00,High,98
Product Offering,Join our upcoming webinar on industry trends. Register now!,2023-05-04 11:32:00,2023-05-04 13:32:00,Hot,67
Feedback Request,"Hello, we would like to schedule a meeting to discuss your needs.",2023-09-29 20:46:00,2023-10-02 08:46:00,Cold,46
Monthly Report,Check out our latest product offerings that might interest you.,2023-03-01 14:31:00,2023-03-04 03:31:00,Cold,28
